concept,prefLabel,definition,broader
http://www.w3id.org/archlink/terms/conservationthesaurus/D71467,Illit,"Schichtsilikat der Glimmergruppe, das durch umfassende Verwitterungsprozesse Wasser in sein Kristallgitter eingebaut hat und somit zu den sog. ""Hydroglimmern"" gehört. Illit tritt in der Regel in weißlich bis grün-gräulicher Färbung auf, zeigt einen perlmuttartigen Glanz und die typische plättchenartige Struktur der Tonminerale. Es erscheint vorrangig in Sedimentgesteinen, wie Mergeln, Tonstein oder Schieferton.",http://www.w3id.org/archlink/terms/conservationthesaurus/F9GC9A
http://www.w3id.org/archlink/terms/conservationthesaurus/D866AD,Gestein,"mehr oder weniger verfestigter Werkstoff aus mikroskopisch heterogenen Gemengen von Mineralen, Gesteinsbruchstücken, organischen und/oder anorganischen Ausscheidungen und Wasser (Kristallwasser). Hauptgemengeteile bilden Minerale wie Silikate (Feldspat, Quarz, Glimmer, etc.) und Karbonate (Calcit, Dolomit, etc.). Stein findet im Bereich historischer Kulturgüter in der Verwendung als Statuen, Schmuck, Gefäßen, und Bauteilen. Je nach Zusammensetzung sind Gesteine mehr oder weniger anfällig für umgebungsbedingten Zerfall, so können z.B. Schadstoffe aus der Luft ebenso wie Salze und andere Bodenbestandteile Zerfallsprozesse an der Oberfläche von Steinobjekten hervorrufen.",http://www.w3id.org/archlink/terms/conservationthesaurus/GB6DF3
http://www.w3id.org/archlink/terms/conservationthesaurus/DF7826,Magmatit,"Überbegriff für Gesteine, die aus Erstarrung einer Gesteinsschmelze entstehen.",http://www.w3id.org/archlink/terms/conservationthesaurus/D866AD
http://www.w3id.org/archlink/terms/conservationthesaurus/B14489,Tuff,"aus der Umwandlung der losen Pyroklasten (klastisches Auswurfmaterial aus Vulkanen) durch Druck und/oder Zementierung entstandenes Festgestein. Die Gesteinsmatrix kann, ähnlich wie bei den Sedimentgesteinen, aus verschiedenen mit einander verkitteten Mineralien, wie z.B. Calcit oder Quarz, bestehen und wird mit Hilfe des Grundwassers ausgeschieden. Tuffe zeichnen sich durch eine poröse, wasserdurchlässige Struktur sowie starke Umwandlungserscheinungen, wie Silifizierung, Entglasung der Glasbestandteile und chemische Verwitterung, aus",http://www.w3id.org/archlink/terms/conservationthesaurus/DF7826
http://www.w3id.org/archlink/terms/conservationthesaurus/F646B4,Granit,"körniges Tiefengestein mit Quarzanteil von mehr als 20% und weiteren Bestandteilen aus Feldspat, Biotit und Hornblende. Die Farbigkeit wird allgemein als Hell beschrieben, wobei je nach mineralogischer Zusammensetzungen Abstufungen zwischen weißlich-grau, über rose-rot bis dunkelgrau-schwarz sowie gesprenkelte oder geflecke Texturen zu beobachten sind.",http://www.w3id.org/archlink/terms/conservationthesaurus/DF7826
http://www.w3id.org/archlink/terms/conservationthesaurus/CDB814,Diorit,"magmatisches Tiefengestein mit Plagioklas-Feldspat als Hauptbestandteil. Zeigt häufig eine grauschwarze bis grünlich-graue Färbung, wobei die Zusammensetzung aus weißlich-grauen Feldspäten und dunklen grünlich-schwarzen Hornblende- und/oder Biotit-Beimengungen zu einem gefleckten/gesprenkeltes Erscheinungsbild führen kann. Die Textur wird als körnig beschrieben, bei der die Minerale mit bloßem Auge erkennbar sind.",http://www.w3id.org/archlink/terms/conservationthesaurus/DF7826
http://www.w3id.org/archlink/terms/conservationthesaurus/D9B246,Basalt,"vulkanisches Gestein mit den mineralischen Hauptbestandteilen Plagioklas, Pyroxen und Olivin. Das Gestein zeig sich in der Regel in dunkle Färbung und eine feinkörnige Textur. Basalt ist das häufigste Gestein der ozeanischen Kruste",http://www.w3id.org/archlink/terms/conservationthesaurus/DF7826
http://www.w3id.org/archlink/terms/conservationthesaurus/B12CB4,Gesteinsglas,"natürliches, glasartiges Gestein, das durch die rasche Abkühlung einer Schmelze, ohne Ausbildung von Kristallen, entsteht.",http://www.w3id.org/archlink/terms/conservationthesaurus/DF7826
http://www.w3id.org/archlink/terms/conservationthesaurus/B21C51,Obsidian,"vulkanisches Gesteinsglas aus Siliziumdioxid mit glasartig-homogener aber auch schlackig-blasiger Oberfläche. Die Färbung reicht von dunkelgrau bis annähernd schwarz über rot bis dunkel rot-braun. Obsidian zeichnet sich durch seinen charakteristisch muscheligen, scharfkantigen Bruch aus und wurde daher bereits in der Steinzeit für Werkzeuge und Waffen verwendet.",http://www.w3id.org/archlink/terms/conservationthesaurus/B12CB4
http://www.w3id.org/archlink/terms/conservationthesaurus/CCBB4G,Perlit,"vulkanisches Gesteinsglas mit charakteristischem, perlartigen Aussehen, welches auf zentimetergroßen konzentrisch-schaligen Glaskügelchen in der Matrix zurückzuführen ist. Die Farbigkeit kann von grau, grün, bläulich über rötlich, braun bis hin zu farblos reichen.",http://www.w3id.org/archlink/terms/conservationthesaurus/B12CB4
http://www.w3id.org/archlink/terms/conservationthesaurus/D51GA5,Bimsstein,"schaumiges Gesteinsglas, bestehend aus subparallel verflochtenen Glasfasern, welche Hohlräume einschließen oder um Einsprenglinge herum führen. Das Gesteinsglas zeigt greuweiße, gelbliche, braune, hellgraue bis fast schwarze oder seltener rötliche Farbnuanzen. Seine Struktur ist deutlich porös und leicht, wodurch er in der Lage ist auf dem Wasser zu schwimmen.",http://www.w3id.org/archlink/terms/conservationthesaurus/B12CB4
http://www.w3id.org/archlink/terms/conservationthesaurus/C7BG27,Schlacke,"poröses, festes Material aus der Abkühlung und Erstarrung geschmolzener basaltischer Gesteine auf der Oberseite von Lavaströmen. Ähnelt von der Textur und Struktur dem Bimsstein, ist jedoch deutlich schwerer und von dunklerer Farbe als dieser. Schlacke zählt nur bedingt zu den natürlichen Gesteinen, da es neben vulkanischen Ereignissen auch als Nebenprodukt technologischer Prozesse wie der Metallurgie entstehen kann.",http://www.w3id.org/archlink/terms/conservationthesaurus/B12CB4
http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346,Sedimentgestein,"Überbegriff für Gesteine, die mittels Diagenese durch Verwitterung, Abtragung, Zerfall anderer Gesteine und deren sekundäre Ablagerung auf der Erdoberfläche entstehen. Auch Gesteine die durch chemische Ausfällung oder von Organismen aufgebaut werden, zählen zur Gruppe der Sedimentgesteine.",http://www.w3id.org/archlink/terms/conservationthesaurus/D866AD
http://www.w3id.org/archlink/terms/conservationthesaurus/F2B8B7,Feuerstein,"hartes Sedimentgestein, hauptsächlich bestehend aus feinkörnigem Quarz. Feuerstein bildet sich durch chemische Ausfällung von Siliziumdioxid in marinen Umgebungen und findet sich häufig lagenweise in Kalksteinen oder Kreideschichten. Die Farbe ist meist dunkelgrau bis schwarz und häufig von einer hellen Rinde umgeben. Der Bruch des Feuerstein ist schwarfkantig, muschelig, wesswegen er bereits früh in der Menschheitsgeschichte für Werkzeuge und Waffen verwendet wurde. Der Namensgebung entsprechend zeichnet sich Feuerstein durch seine Eigenschaft der Funkenerzeugung, bei harten Schlägen gegeneinander oder gegen andere harte Materialien, aus.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/DD91F6,Sandstein,"klastisches Sedimentgestein aus in einer feinen Matrix eingebetteten Sandkörnern, die sich durch das Ausfüllen der Zwischenräume mit Bindemitteln wie Kalk, Ton oder Siliziumdioxid verfestigt haben. Die Farbigkeit von Sandsteinen ist vielfältig von weiß, hellgrau, gelblich über rötlich, gelblich-braun bis seltener auch grünlich, blau oder violett,. Häufig kommen auch Bänderungen, Flecken oder Maserungen vor, die auf die unterschiedliche Färbung der einzelnen Ablagerungsschichten zurückzuführen sind. Der Hauptbestandteil der meisten Sandsteine ist Quarz, weitere häufig auftretende Minerale sind Feldspat und Glimmer.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/DB13B8,Tonstein,"klastisches Sedimentgestein, welches hauptsächlich aus Tonmineralen besteht. Häufig werden Tonsteine durch Ablagerung von Illit, Montomorillonit und/oder Chlorit leicht schiefrig ausgebildet. Die Farbigkeit liegt bei grau, blau, grünlich, rotbraun, schwarz oder verschiedenfarbig gefleckt. Tonsteine weisen in der Regel eine außerordentliche Feinkörnigkeit auf, wodurch der Bruch selbst bei beachtlicher Beimengung von Quarz oder Glimmer durchwegs homogen wirkt. Die Struktur der Tonsteine ist meist weich und krümelig, zeigt jedoch eine höhere Härte als Schieferton. Die Oberfläche ist von einem seidigen Glanz.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/G636F1,Schieferton,"Eine besonders feinplattig ausgebildete Art des Tonsteins. Schieferton zeichnet sich durch eine ausgeprägte Schieferung und Spaltbarkeit aus, die durch gerichteten Druck während der Diagenese entsteht. Die Struktur ist blättrig oder leistenförmig ausgebildet. Schiefertone sind deutlich weicher als Tonsteine und zeigen eine stumpfen Oberflächenbeschaffenheit.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/CB4C3C,Kalksinter,"sedimentäres Gestein, das durch Ablagerung von Kalk aus kalkhaltigem Wasser entsteht. Häufig tritt Kalksinter auch als oberflächliche Ablagerung/Überzug (z.B. auf bodengelagerten Objekten) auf. In Höhlen kann es unter den richtigen Bedingungen zur Bildung von Tropfsteinen aus Kalksinter kommen.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/B8224D,Kalkstein,"sedimentäres Gestein, welches durch die Verfestigung von Kalkschlämmen (Calcit und/oder Aragonit) oder durch mechanisch sedimentierten Klasten verschiedener Herkunft gebildet wird. Auch die Bildung durch direkte biogene Anlagerung unter Beteiligung von pflanzlichen Organismen ist möglich. Die Farbigkeit kann sehr unterschiedlich sein, wenn auch weißlich, gelblich oder graue Farbtöne am häufigsten vorkommen.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/GGCA4G,Dolomit (Gestein),"großbkörniges, sedimentäres Gestein, das hauptsächlich aus dem gleichnamigen Mineral besteht. Die genaue Bildung von Dolomit ist nicht geklärt, jedoch kommen sie ausschließlich in marinen Sedimentabfolgen vor. Farbe, Korngröße und Gefüge ähneln den Kalksteinen, jedoch ist Dolomit härter und weniger reaktiv gegenüber Säuren.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/GG4BF9,Bentonit,"polymineralisches Sedimentgestein, welches durch die Verwitterung von vulkanischer Asche oder Gläsern entsteht. Hauptbestandteil ist das Mineral Montmorillonit, mit Beimengungen von u.A. Quarz, Feldspäten, Pyrit und Biotit. Abhängig von der mineralischen Zusammensetzung treten Farben zwischen weiß, gelb, grünlich, grau bis braun auf.  Bentonit ist ein sehr weiches Gestein mit einer körnigen Textur und einem matten Oberflächenglanz",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/ACD56G,eisenreiches Sedimentit,"sedimentäres Gestein mit einem Eisengehalt von mehr als 15%. Als eisenmineralien sind häufig u.A. Limonit, Hämatit, Magnetit, Siderit und/oder Pyrit enthalten.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/G734B3,Gips (Gestein),"hauptsächlich in weißen Färbungen vorkommendes Gestein, aber auch gelbe, rote, braune, graue bis schwarze Färbungen sind möglich. Bei Gips wird der Name sowohl für das Gestein, als auch das Mineral gleichermaßen verwendet. Gips als Gestein tritt häufig in Wechsellagerung mit Steinsalz, Dolomiten und bituminösen Tongesteinen auf. Die Strukur des Gipses als Gestein zeigt häufig eine stark gewellte, verbogene Schichtung (""Gekrösegips""). Im Gegensatz zu Kalkstein oder Dolomit ist Gips deutlich weicher und kann daher durch Härteprüfung leicht von diesen unterschieden werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/C7F346
http://www.w3id.org/archlink/terms/conservationthesaurus/ABB166,Metamorphit,"Überbegriff für Gesteine, die durch Umwandlung anderer Gesteine (z.B. Magmatite oder Sedimentgesteine) in den Tiefen der Erdkruste, aufgrund des dort herrschenden Drucks und steigenden Temperaturen, entstanden sind.",http://www.w3id.org/archlink/terms/conservationthesaurus/D866AD
http://www.w3id.org/archlink/terms/conservationthesaurus/F85G77,Amphibolit,"metamorphes Gestein, welches hauptsächlich aus Amphibolen und Feldspat besteht. Aufgrund des besonders hohen Vorkommens von Hornblende als Hauptbestandteil, wird der Amphibolit im deutschsprachigen Raum auch als Hornblendegestein bezeichnet. Je nach Zusammensetzung sind grau, graugrüne oder schwarzgrüne Farbigkeiten möglich, wobei durch einen hohen Anteil von Plagioklasen-Feldspäten auch ein weiß gepunktetes Aussehen zu finden ist. Die Textur ist als kristallin bis schiefrig zu bezeichnen mit mittel- bis grobkörnigen Korngrößen.",http://www.w3id.org/archlink/terms/conservationthesaurus/ABB166
http://www.w3id.org/archlink/terms/conservationthesaurus/G63684,Serpentinit,"metamorphes Gestein mit den mineralischen Hauptbestandteilen Serpentin, Olivin und Pyroxen. Zeigt häufig hell grünlich-graue bis dunkelgrüne Färbungen, aber auch rötliche Töne im Falle von Mangan-Gehalten. Auch fleckige, gebändert bis gestreifte oder völlig unregelmäßige Farbgebungen sind möglich. Die Textur kann schuppig, stumpf oder seidig-glänzend sein.",http://www.w3id.org/archlink/terms/conservationthesaurus/ABB166
http://www.w3id.org/archlink/terms/conservationthesaurus/BAB939,Marmor,"metamorphes Gestein, welches überwiegend aus Calcit und/oder Dolomit besteht und durch unterschiedliche Metamorphosebedingungen entstanden sein kann. Die Farbigkeit kann von schneeweiß über grau, schwarz, blassgelb, braun, rosa, dunkelrot, bläulich, lila bis grünlich reichen. Häufig sind Mehrfarbigkeiten in Form von Flecken, einheitlichen Bänderungen oder willkürliche ""Marmorierung"" zu beobachten. In der Industrie werden häufig alle Karbonatgesteine als ""Marmor"" bezeichnet, in der hier vorliegenden Definition ist jedoch die streng petrographische Definition des Begriffs, als Gestein mit kristallinem Gefüge das eine Metamorphose erfahren hat, gemeint.",http://www.w3id.org/archlink/terms/conservationthesaurus/ABB166
http://www.w3id.org/archlink/terms/conservationthesaurus/D6959D,Quarzit,"metamorphoses Gestein, welches zu mindestens 80% aus Quarz besteht. Die metamorphosen Bedingungen, unter denen sich der Quarzit bildet, können dabei ganz unterschiedlich sein. Durch den hohen Quarzanteil tritt der Quarzit vorallem in weißlicher Farbe auf, kann jedoch auch in jeder anderen Farbe, wie grau, rot oder braun, vorkommen. Die Struktur und Textur ist fein lamelliert bis massig und Schieferungen sind undeutlich ausgebildet oder fehlen ganz.",http://www.w3id.org/archlink/terms/conservationthesaurus/ABB166
http://www.w3id.org/archlink/terms/conservationthesaurus/DF1279,Speckstein,"metamorphoses Gestein, das nahezu ausschließlich aus dem Mineral Talk besteht. Speckstein zeichnet sich, aufgrund des hohen Talkgehaltes, durch seine Weichheit, leichte Bearbeitbarkeit und eine glatte, fettige Oberfläche aus. Die Farbe ist meist lichtgrau.",http://www.w3id.org/archlink/terms/conservationthesaurus/ABB166
http://www.w3id.org/archlink/terms/conservationthesaurus/C4BCF8,Zustandserfassung,methodische Untersuchung zur Ermittlung und Einschätzung des Erhaltungszustandes eines Objektes zu einem definierten Zeitpunkt,
http://www.w3id.org/archlink/terms/conservationthesaurus/D9G51G,Erhaltungszustand,Zustand eines Objektes zu einem bestimmten Zeitpunkt. Wird durch verschiedene zur Verfügung stehende Objektuntersuchungen ermittelt und durch die dabei festgestellten Ergebnisse/Beobachtungen beschrieben. Auch die bisherige Lagerung eines Objektes gibt erste Hinweise auf den zu erwartenden Erhaltungszustund,http://www.w3id.org/archlink/terms/conservationthesaurus/C4BCF8
http://www.w3id.org/archlink/terms/conservationthesaurus/A4G52F,Einlieferungszustand,Erhaltungszustand eines Objektes zum Zeitpunkt der Einlieferung in die Restaurierungswerkstatt,http://www.w3id.org/archlink/terms/conservationthesaurus/D9G51G
http://www.w3id.org/archlink/terms/conservationthesaurus/C2488A,Endzustand,Erhaltungszustand eines Objektes nach Abschluss der praktisch durchgeführten Konservierungs- und Restaurierungsmaßnahmen sowie Überprüfung in wie fern das zuvor festgelegte Restaurierung-/Konservierungsziel erreicht werden konnte.,http://www.w3id.org/archlink/terms/conservationthesaurus/D9G51G
http://www.w3id.org/archlink/terms/conservationthesaurus/DBC278,Bisherige Lagerung,Bisheriger Verbleib und Aufbewahrung von Artefakten seit ihrer Entdeckung oder Ausgrabung bis zur gegenwärtigen Zeit.,http://www.w3id.org/archlink/terms/conservationthesaurus/C4BCF8
http://www.w3id.org/archlink/terms/conservationthesaurus/C7C3B7,Grabungsfrischer Fund,Das Objekt wurde im direkten Anschluss seiner Bergung von der Grabung in die Restaurierungswerkstatt eingeliefert,http://www.w3id.org/archlink/terms/conservationthesaurus/DBC278
http://www.w3id.org/archlink/terms/conservationthesaurus/FC3322,Ausstellungsentnahme,Das Objekt war ausgestellt und wurde zur Bearbeitung aus der Ausstellung/der Vitirine entnommen.,http://www.w3id.org/archlink/terms/conservationthesaurus/DBC278
http://www.w3id.org/archlink/terms/conservationthesaurus/GC6983,Rückgabe aus Leihverkehr,Das Objekt war an eine andere Einrichtung verliehen und kommt im Zuge der Rückgabe zur Evaluierung des Zustandes in die Restaurierungswerkstatt.,http://www.w3id.org/archlink/terms/conservationthesaurus/DBC278
http://www.w3id.org/archlink/terms/conservationthesaurus/F52262,Depotlagerung,Das Objekt wurde bis zur Einlieferung in die Restaurierungswerkstatt im Museumsdepot aufbewahrt,http://www.w3id.org/archlink/terms/conservationthesaurus/DBC278
http://www.w3id.org/archlink/terms/conservationthesaurus/A8ABBA,klimatisierte Lagerung,"Das Objekt wurde bis zur Einlieferung in die Restaurierungswerkstatt unter kontrollierten, klimatischen Bedingungen aufbewahrt.",http://www.w3id.org/archlink/terms/conservationthesaurus/DBC278
http://www.w3id.org/archlink/terms/conservationthesaurus/C948F2,Gefrierschrank,Die bisherige Lagerung des Objektes erfolgte tiefgefroren in einem Gefrierschrank,http://www.w3id.org/archlink/terms/conservationthesaurus/A8ABBA
http://www.w3id.org/archlink/terms/conservationthesaurus/D21459,Kühlschrank,Die bisherige Lagerung des Objektes erfolgte gekühlt in einem Kühlschrank,http://www.w3id.org/archlink/terms/conservationthesaurus/A8ABBA
http://www.w3id.org/archlink/terms/conservationthesaurus/C2241C,Klimaraum,"Das Objekt lagerte bisher in einem Raum, der über eine kontrollierte Klimaregulierung verfügte und auf für das Objekt optimale klimatische Bedingungen eingestellt war",http://www.w3id.org/archlink/terms/conservationthesaurus/A8ABBA
http://www.w3id.org/archlink/terms/conservationthesaurus/A2BB42,klimatisierte Individualverpackung,"Das Objekt lagerte in einer individuellen Verpackung, die z.B. mittels Trockenmittel oder anderen Reagenzien auf einen speziellen Klimarwert eingestellt war.",http://www.w3id.org/archlink/terms/conservationthesaurus/A8ABBA
http://www.w3id.org/archlink/terms/conservationthesaurus/G79CA9,unklimatisierte Lagerung,"Die Lagerung erfolgte ohne spezielle auf das Objekt abgestimmte, kontrollierte klimatische Bedingungen",http://www.w3id.org/archlink/terms/conservationthesaurus/DBC278
http://www.w3id.org/archlink/terms/conservationthesaurus/CA1BC5,Objektuntersuchung,"Beschaffung und Sammlung von Informationen über den Zustand eines Objektes, anhand derer das Restaurierungs-/Konservierungskonzept und/oder die weiteren Lagerungs- und Handhabungsempefehlungen formuliert werden",http://www.w3id.org/archlink/terms/conservationthesaurus/C4BCF8
http://www.w3id.org/archlink/terms/conservationthesaurus/BC5B57,[Untersuchungsergebnisse],strukturierender Sammelbegriff für die Benennung der bei der Objektuntersuchung festgestellten Beobachtungen und Auswertungen hinsichtlich der Gesamtbeschaffenheit des Objektes und dessen Ursache,http://www.w3id.org/archlink/terms/conservationthesaurus/CA1BC5
http://www.w3id.org/archlink/terms/conservationthesaurus/GD172G,Materialbestimmung,"Identifizierung des (der) Material(ien), aus dem (denen) das Objekt besteht.",http://www.w3id.org/archlink/terms/conservationthesaurus/BC5B57
http://www.w3id.org/archlink/terms/conservationthesaurus/D6BCC2,Technologischer Befund,"Identifizierung der Techniken, Verfahren und Konstruktionsprinzipien, die zur Herstellung des Objektes eingesetzt wurden.",http://www.w3id.org/archlink/terms/conservationthesaurus/BC5B57
http://www.w3id.org/archlink/terms/conservationthesaurus/F8F594,Herstellungstechnik,basierend auf den festgestellten Spuren angenommene Art und Weise wie das Objekt hergestellt worden ist,http://www.w3id.org/archlink/terms/conservationthesaurus/D6BCC2
http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,Fügetechnik,"Oberbegriff für Techniken, die zwei oder mehr Teile mit einander verbindet.",http://www.w3id.org/archlink/terms/conservationthesaurus/F8F594
http://www.w3id.org/archlink/terms/conservationthesaurus/G6GG4C,gelötet,"Fügetechnik, bei der metallische Werkstücke durch geschmolzene metallische Bindemittel (Lote) stoffschlüssig verbunden werden. Dabei wird die zu lötende Stelle erhitzt, bis das Lot schmilzt und die Fuge der Verbindungsstelle ausfüllt. Die zu verbindenden Metalle bleiben während der Lötung im festen Zustand und werden durch die Diffusion des geschmolzenen Lotes verbunden.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/G3GB79,hartgelötet,"Lötung mit hochschmelzenden Loten (Hartloten), bei einer Arbeitstemperatur über 650°C.",http://www.w3id.org/archlink/terms/conservationthesaurus/G6GG4C
http://www.w3id.org/archlink/terms/conservationthesaurus/B7A13A,weichgelötet,"Lötung mit niedrigschmelzenden Loten (Weichloten), bei einer Arbeitstemperatur unterhalb 450°C.",http://www.w3id.org/archlink/terms/conservationthesaurus/G6GG4C
http://www.w3id.org/archlink/terms/conservationthesaurus/BABA94,geschweißt,"stoffschlüssige Fügetechnik, bei der Materialien mit annähernd gleichem Schmelzintervall durch Wärme und/oder Druck in einen flüssigen oder plastischen Zustand versetzt werden, um sie miteinander zu vereinigen. Dabei kann mit oder ohne Zusatzwerkstoffen oder Flussmitteln gearbeitet werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/DA7G45,angegossen,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/C388AA,Überfangguss,,http://www.w3id.org/archlink/terms/conservationthesaurus/DA7G45
http://www.w3id.org/archlink/terms/conservationthesaurus/AC92GG,Millefiori,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/FB76BC,geklebt,"Fügetechnik, bei der Werkteile mit Hilfe von flüssigen, pastenartigen oder festen Werkstoffen (Klebstoffe) mit einander verbunden werden. Die Haftung entsteht dabei aus Adhäsionskräften zwischen Klebstoff und Verbundfläche und Kohäsionskräften zwischen den Molekülen innerhalb des Klebstoffes.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/F988F4,gekittet,"Fügetechnik, bei der Werkstücke mit Hilfe von festen Klebstoffen (Kitt) miteinander verbunden werden. Der Kitt wird in schmelzflüssiger Form auf die zu verbindenden Werkteile aufgetragen und erstarrt beim anschließenden Abkühlen. Auf diese Art bildet sich eine feste Verbindung, die durch erneutes Erwärmen des Kittes leicht wieder gelöst werden kann. Verkittungen werden oft eingesetzt, um größere Zwischenräume zu füllen, Fugen abzudichten oder als Unterlage für Treib-, Gravur- oder Ziselierarbeiten.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/G887B8,genietet,"Fügetechnik, bei der zwei Werkteile durch ein oder mehrere Nietstifte fest miteinander fixiert werden. Der Niet wird dafür in ein entsprechend vorbereites Loch durch beide Werkteile geführt und seine Enden aufgeweitet, wobei die Nietköpfe in unterschiedlichen Arten ausgeformt sein können (Senkniet, Halbrundniet, Flachniet, etc.). Häufig wurde der Setzkopf (Nietkopf) auf einer Seite des Nietes bereits bei der Herstellung des Nietes angelegt, im Goldschmiedehandwerk z.B. durch Anschmelzen eines Kügelchens. Bei Vernietungen mit einem Niet, sind die Werkteile unlösbar mit einander verbunden, jedoch weiterhin um den Niet herum beweglich. Bei mehreren Nieten werden die beiden Werketeile starr miteinander verbunden, sodass keine Bewegung mehr möglich ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/C5FAFF,verstiftet,"Fügetechnik, bei der zwei Werkteile durch das Einführen und Fixieren eines Scharnierstiftes in ein Scharnier (oder eine ähnliche Bewegung) mit einander verbunden werden. Um den Scharnierstift zu fixieren, werden seine Enden wie bei einem Niet breitgeschmiedet. Dabei kann eines der Enden bereits vor dem Einführen des Stiftes verbreitert worden sein, im Goldschmiedehandwerk z.B. etwa durch Anschmelzen eines Kügelchens o.Ä. Im Gegensatz zur Vernietung handelt es sich bei verstifteten Verbindungen in der Regel um bewegliche Verbindungen.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/B5D998,verschraubt,"Verbindungstechnik, bei der zwei oder mehr Teile durch das Eindrehen einer Schraube miteinander verbunden werden. Dabei wird die Schraube in ein entsprechendes Gewinde des Werkstücks oder einer Mutter eingeführt, wodurch eine feste und sichere Verbindung entsteht.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/A6CD9G,gefalzt,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/AFFB47,gebördelt,"umformendes Fertigungsverfahren, bei dem der Rand eines Blechs durch plastische Verformung um eine Schlagunterlage gebogen wird. Es dient zur Verstärkung von Kanten, zur Verbindung von Bauteilen oder zur Herstellung einer glatten und sicheren Abschlusskante.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/FC7874,gesteckt,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/B61CC6,geklammert,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/G4B128,geklemmt,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/F93B74,laminiert,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/A2B2CD,gedübelt,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/BD18A1,genagelt,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/ABAD42,gezapft,,http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
http://www.w3id.org/archlink/terms/conservationthesaurus/D6DFDB,geflochten,"Verbindungstechnik, bei der drei oder mehrere Fäden, Drähte oder Bänder durch systematisches Überkreuzen zu einem textilen Gewebe verbunden werden. Je nach Art der Verflechtungen lassen sich Systeme in zwei oder mehrere Richtungen sowie zwei- oder auch dreidimensionales Flechten unterscheiden. Häufiges Produkt der Flechttechnik sind Zöpfe, Kordeln bis hin zu flächigen Textilgebilden.",http://www.w3id.org/archlink/terms/conservationthesaurus/A15F83
